Report generated on: 07-31-2024 18:29:45
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"INTL.6899-2-POL-TBPD.A","            LPG (Mb/d)","5.854312599","5.9","5.7","5.5","5.2","5.3","5.7","8.5","7.9","8.9","4.6","4.6","4.6","8.3","12","19","24","29","31","34","35","42","52","63","70","75","80","82","81","79","78","76","75","76","NA"
"INTL.8499-2-POL-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-POL-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","2.8","5.7","12","19","23","24","25","18","23","37","54","58","61","66","66","66","61","59","61","59","65","NA"
"INTL.6899-3-POL-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","0.1","NA","0","0","0","0","0","0","0","2.8","5.7","12","19","23","24","25","18","23","37","54","58","61","66","66","66","61","59","61","59","65","NA"
"INTL.8499-3-POL-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-POL-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.6","0.5","0.3","0.4","1.2","1.1","0.7","1","0.5","1.8","2.1","3.5","9.1","NA"
"INTL.6899-4-POL-TBPD.A","            LPG (Mb/d)","0.468345008","0.058530399","0.058530399","0.029277926","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.6","0.5","0.3","0.4","1.2","1.1","0.7","1","0.5","1.8","2.1","3.5","9.1","NA"
"INTL.8499-4-POL-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","Portugal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-PRT-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","7.01159728","8.6","7.8","8.8","8.1","7.8","9.1","8.1","9.4","11","12","10","12","11","16","13","12","12","13","11","8.7","12","11","12","12","12","13","12","13","9.9","11","8.8","7","6.7","NA"
"INTL.6798-1-PRT-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","7.01159728","8.6","7.8","8.8","8.1","7.8","9.1","8.1","9.4","11","12","10","12","11","16","13","12","12","13","11","8.7","12","11","12","12","12","13","11","12","9.9","11","8.8","7","6.7","NA"
"INTL.6799-1-PRT-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0.02928","0","0","0","0","0","0","0","0","0","0","0.02928","0.02928","0","0.02928","0","0.6","0.4","0","0","0","0","0","0"
"INTL.8399-1-PRT-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-PRT-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","14.57723201","15","16","16","16","16","18","19","21","22","25","26","28","30","33","34","37","37","35","35","33","33","32","30","30","28","27","28","27","23","23","22","19","26","NA"
"INTL.6899-2-PRT-TBPD.A","            LPG (Mb/d)","14.57723201","15","16","16","16","16","18","19","21","22","25","26","28","30","33","34","37","37","35","35","33","33","32","30","30","28","27","28","27","23","23","22","19","26","NA"
"INTL.8499-2-PRT-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-PRT-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","10","13","13","13","14","18","17","20","19","20","25","24","22","23","24","22","22","19","20","18","17","18","17","14","13","15","14","19","NA"
"INTL.6899-3-PRT-TBPD.A","            LPG (Mb/d)","8.196050366","7.8","8.8","8.7","8.5","8.4","10","13","13","13","14","18","17","20","19","20","25","24","22","23","24","22","22","19","20","18","17","18","17","14","13","15","14","19","NA"
"INTL.8499-3-PRT-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-PRT-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","0.029277926","NA","NA","NA","NA","NA","0.4","0.2","0.0316939890710383","1","1","1","0.8","0.2","1.3","0.1","0","0.0953424657534246","0.2","0.3","0.6","0.6","0.9","1.9","2.2","3","2.6","2.6","2.6","1.6","2.2","2.6","2.5","2.2","NA"
"INTL.6899-4-PRT-TBPD.A","            LPG (Mb/d)","0.029277926","0.029277926","0.029277926","0.2","0.029277926","NA","0.4","0.2","0.0316939890710383","1","1","1","0.8","0.2","1.3","0.1","0","0.0953424657534246","0.2","0.3","0.6","0.6","0.9","1.9","2.2","3","2.6","2.6","2.6","1.6","2.2","2.6","2.5","2.2","NA"
"INTL.8499-4-PRT-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","Puerto Rico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-PRI-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","1.9","2","1.3","1.1","2.6","4.2","2.1","2.4","1.7","0.3","0","0","0","0.3","0.3","0.3","1","0","0","0","0.2","0.2","0.04","0","0","0","0","NA","NA"
"INTL.6798-1-PRI-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","1.9","2","1.3","1.1","2.6","4.2","2.1","2.4","1.7","0.3","0","0","0","0.3","0.3","0.3","1","0","0","0","0.2","0.2","0.04","0","0","0","0","NA","NA"
"INTL.6799-1-PRI-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8399-1-PRI-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-PRI-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","4.9","4.2","5.3","2.9","2.4","3.7","2.1","2.4","1.7","0.4","0.5","0.02739","0.01369","1.2","0.5","0.2","0.6","0.041580822","0.00273224","0.002739726","0.068052055","0.049315068","3.4","2.2","3.3","3.7","3.6","NA","NA"
"INTL.6899-2-PRI-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","4.9","4.2","5.3","2.9","2.4","3.7","2.1","2.4","1.7","0.4","0.5","0.02739","0.01369","1.2","0.5","0.2","0.6","0.041580822","0.00273224","0.002739726","0.068052055","0.049315068","3.4","2.2","3.3","3.7","3.6","NA","NA"
"INTL.8499-2-PRI-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-PRI-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","3","3","4.7","1.8","0.6","0.2","0","0.04109","0.05205","0.04918","0.03278","0.02739","0.01643","0.8","0.2","0.011046575","0.021917808","0.2","0.00273224","0.002739726","0.016438356","0.2","3.7","2.4","3.4","3.9","3.8","NA","NA"
"INTL.6899-3-PRI-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","3","3","4.7","1.8","0.6","0.2","0","0.04109","0.05205","0.04918","0.03278","0.02739","0.01643","0.8","0.2","0.011046575","0.021917808","0.2","0.00273224","0.002739726","0.016438356","0.2","3.7","2.4","3.4","3.9","3.8","NA","NA"
"INTL.8499-3-PRI-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-PRI-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.00273","0.9","0.7","0.05205","0.7","1.2","0","0","0","0","0","0","0.00821","0","0.016393443","0.064013699","0.4","0.2","0","0","0.2","0.4","0.3","0.1","0.2","0.1","0.2","NA","NA"
"INTL.6899-4-PRI-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.00273","0.9","0.7","0.05205","0.7","1.2","0","0","0","0","0","0","0.00821","0","0.016393443","0.064013699","0.4","0.2","0","0","0.2","0.4","0.3","0.1","0.2","0.1","0.2","NA","NA"
"INTL.8499-4-PRI-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-QAT-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","32","32","29","34","38","38","52","53","51","48","55","64","66","69","66","75","69","87","92","106","121","147","202","226","305","353","357","NA","NA"
"INTL.6798-1-QAT-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","0.3","0.3","0.3","0.6","0.6","0.6","0.7","0.7","0.7","0.7","0.8","0.9","1","1.1","1.1","1.1","1.3","1.4","1.5","1.7","1.8","1.7","2.5","2.6","9.2","8.5","8.8","NA","NA"
"INTL.6799-1-QAT-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","3.190485826","12","12","16","21","17","18","18","15","17","22","22","33","33","32","34","37","37","39","42","43","45","41","57","64","75","90","116","157","181","253","301","306","317","NA"
"INTL.8399-1-QAT-TBPD.A","            Ethane (non refinery) (Mb/d)","0","7.2","6.8","8.8","11","9.9","14","14","14","16","16","16","19","19","18","13","17","26","26","26","22","29","27","28","26","29","29","30","43","43","43","43","43","42","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-QAT-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","1.926310654","NA","8","8.9","NA","11","14","15","14","17","16","16","20","19","18","14","18","27","27","27","23","30","28","29","28","32","39","46","59","52","56","59","52","NA","NA"
"INTL.6899-2-QAT-TBPD.A","            LPG (Mb/d)","1.926310654","NA","1.2","0.2","NA","1.5","0","0.4","0","0.8","0.3","0.3","0.4","0.5","0.5","0.7","0.8","0.6","0.6","1.1","1.1","1.1","1.3","1.2","1.9","2.3","9.7","17","16","9.3","13","16","9.2","NA","NA"
"INTL.8499-2-QAT-TBPD.A","            Ethane (Mb/d)","0","7.2","6.8","8.8","11","9.9","14","14","14","16","16","16","19","19","18","13","17","26","26","26","22","29","27","28","26","29","29","30","43","43","43","43","43","42","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-QAT-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","1.8","1.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-3-QAT-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","1.8","1.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-3-QAT-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-QAT-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","25","26","25","24","26","30","35","28","26","19","20","23","24","42","43","45","41","52","64","75","76","104","143","166","260","308","318","NA","NA"
"INTL.6899-4-QAT-TBPD.A","            LPG (Mb/d)","3.190485826","12","12","16","21","17","25","26","25","24","26","30","35","28","26","19","20","23","24","42","43","45","41","52","64","75","76","104","143","166","260","308","318","NA","NA"
"INTL.8499-4-QAT-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Reunion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-REU-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6798-1-REU-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6799-1-REU-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.8399-1-REU-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-REU-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.5","0.6","0.6","0","0.7","0.7","0.7","0.8","0.8","0.8","0.8","0.8","1","1","1.1","1.2","1.2","1.2","1.2","1.1","1.2","1.2","1.2","1.2","1.2","1.2","1.2","NA","NA"
"INTL.6899-2-REU-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.5","0.6","0.6","0","0.7","0.7","0.7","0.8","0.8","0.8","0.8","0.8","1","1","1.1","1.2","1.2","1.2","1.2","1.1","1.2","1.2","1.2","1.2","1.2","1.2","1.2","NA","NA"
"INTL.8499-2-REU-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-REU-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.5","0.6","0.6","0","0.7","0.7","0.7","0.8","0.8","0.8","0.8","0.8","1","1","1.1","1.2","1.2","1.2","1.2","1.1","1.2","1.2","1.2","1.2","1.2","1.2","1.2","NA","NA"
"INTL.6899-3-REU-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.5","0.6","0.6","0","0.7","0.7","0.7","0.8","0.8","0.8","0.8","0.8","1","1","1.1","1.2","1.2","1.2","1.2","1.1","1.2","1.2","1.2","1.2","1.2","1.2","1.2","NA","NA"
"INTL.8499-3-REU-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-REU-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-4-REU-TBPD.A","            LPG (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-4-REU-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Romania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-ROU-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","9.4","9","8.9","14","7.7","7.5","7.6","8.2","8.6","9.3","8.7","8","10","8.6","11","11","11","10","12","21","22","24","19","24","18","18","17","NA","NA"
"INTL.6798-1-ROU-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","9.4","9","8.9","14","7.7","7.5","7.6","8.2","8.6","9.3","8.7","8","10","8.6","11","11","11","10","12","21","22","24","19","24","18","18","17","NA","NA"
"INTL.6799-1-ROU-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.8399-1-ROU-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-ROU-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","9.4","9","8.9","14","7.7","7.1","7","13","8.5","9.2","8.4","8.2","9.7","9.1","9.2","10","11","11","13","17","20","23","18","20","15","14","14","NA","NA"
"INTL.6899-2-ROU-TBPD.A","            LPG (Mb/d)","6.498274258","7.1","6.8","6.4","6.1","5.4","9.4","9","8.9","14","7.7","7.1","7","13","8.5","9.2","8.4","8.2","9.7","9.1","9.2","10","11","11","13","17","20","23","18","20","15","14","14","NA","NA"
"INTL.8499-2-ROU-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-ROU-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0.3","0.2","0.2","1.4","0.7","0.9","1","2.1","2.2","1.8","2","2.2","3.3","4.1","3.5","3.3","2.7","NA","NA"
"INTL.6899-3-ROU-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0.3","0.2","0.2","1.4","0.7","0.9","1","2.1","2.2","1.8","2","2.2","3.3","4.1","3.5","3.3","2.7","NA","NA"
"INTL.8499-3-ROU-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-ROU-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","7.8","5","0.6","0.3","0.09534","0.09534","0","0","0.3","0.9","2.3","1.2","1.9","1.4","1.5","2.4","3.5","2.6","4.6","8","6.7","6.3","5.7","NA","NA"
"INTL.6899-4-ROU-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","7.8","5","0.6","0.3","0.09534","0.09534","0","0","0.3","0.9","2.3","1.2","1.9","1.4","1.5","2.4","3.5","2.6","4.6","8","6.7","6.3","5.7","NA","NA"
"INTL.8499-4-ROU-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Russia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-RUS-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","245","201","161","180","163","172","157","194","237","199","247","278","283","306","336","345","363","414","440","457","494","NA","NA"
"INTL.6798-1-RUS-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","45","36","28","32","28","30","27","35","43","36","45","51","52","57","63","65","68","78","83","87","94","NA","NA"
"INTL.6799-1-RUS-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","179","144","112","127","113","121","109","138","173","142","181","205","210","227","251","259","273","313","334","347","377","NA","NA"
"INTL.8399-1-RUS-TBPD.A","            Ethane (non refinery) (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","21","21","21","21","21","21","21","21","21","21","21","21","21","22","22","22","22","22","23","23","23","25","25"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-RUS-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","222","146","132","139","116","140","107","147","129","228","217","242","253","270","297","306","326","350","338","382","404","NA","NA"
"INTL.6899-2-RUS-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","201","125","111","118","95","119","86","126","108","206","196","221","232","248","275","285","304","328","315","359","381","NA","NA"
"INTL.8499-2-RUS-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","21","21","21","21","21","21","21","21","21","21","21","21","21","22","22","22","22","22","23","23","23","25","25"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-RUS-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0.2","0","0","0","0","1","0.3","0.5","1.1","0.031780822","0.031780822","0.3","0.095342466","0.3","0","4.6","0.2","3.9","6.5","4.7","NA","NA"
"INTL.6899-3-RUS-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0.2","0","0","0","0","1","0.3","0.5","1.1","0.031780822","0.031780822","0.3","0.095342466","0.3","0","4.6","0.2","3.9","6.5","4.7","NA","NA"
"INTL.8499-3-RUS-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-RUS-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","23","54","29","28","44","32","51","46","39","30","30","35","32","35","38","39","39","64","105","82","85","NA","NA"
"INTL.6899-4-RUS-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","23","54","29","28","44","32","51","46","39","30","30","35","32","35","38","39","39","64","105","82","85","NA","NA"
"INTL.8499-4-RUS-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Rwanda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-RWA-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6798-1-RWA-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6799-1-RWA-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.8399-1-RWA-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-RWA-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-2-RWA-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-2-RWA-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-RWA-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
